SYMBOL	chromosome	AF_nfe_orig	AN_nfe_orig	NFE_k_orig	Feature	mu_lof	AN_nfe	AF_nfe	AF_nfe_downsampled	controls_AF_nfe	duplicates_issue	flag1
APOC3	11	0.002848476	108780	309	ENST00000227667	2.4494e-07	108780.0651341	0.002848476	0.00238677540158242	0.002807857	NA	
APOC4	19	5.337456e-05	110547	5	ENST00000419266	2.5090e-07	110547.553672316	5.337456e-05	4.69373386528984e-05	7.06597e-05	NA	
APOD	3	0.0	112789	0	ENST00000343267	3.7259e-07	112789.717105263	0	0	0	NA	
APOE	19	1.7626700000000002e-05	103232	1	ENST00000252486	5.0083e-07	103232.375757576	1.76267e-05	0	2.34555e-05	NA	
APOF	12	0.0002756144	112033	30	ENST00000398189	3.8315e-07	112033.793577982	0.0002756144	0.000354777672658467	0.0001654892	NA	
APOH	17	0.00022439354	111575	25	ENST00000205948	1.0413e-06	111575.004	0.00022439354	0.000330926713650189	0.0002161399	NA	
APOL1	22	7.035604999999999e-05	112146	7	ENST00000319136	3.3553e-07	112146.567307692	7.035605e-05	4.67869203143587e-05	7.01689e-05	NA	
APOL2	22	1.78958e-05	108552	1	ENST00000249066	1.3606e-07	108552.699792961	1.78958e-05	0	4.7353e-05	NA	
APOL3	22	0.00034356199	112103	38	ENST00000349314	2.1693e-07	112103.184738956	0.00034356199	0.000328482596551636	0.0002817189	NA	
APOL4	22	2.650664e-05	106782	2	ENST00000352371	2.7774e-07	106782.06741573	2.650664e-05	0	0	NA	
APOL5	22	0.00027358089	111293	30	ENST00000249044	1.1350e-06	111293.76	0.00027358089	0.000140315877525866	0.0001636814	NA	
APOL6	22	9.21438e-06	111927	1	ENST00000409652	4.6634e-08	111927.730205279	9.21438e-06	0	2.41593e-05	NA	
APOLD1	12	4.47567e-05	106584	4	ENST00000326765	2.6996e-07	106584.162962963	4.47567e-05	4.86046862136378e-05	0	NA	
APOM	6	2.7101740000000005e-05	107016	2	ENST00000375916	4.2149e-07	107016.083333333	2.710174e-05	4.67836257309942e-05	4.67836e-05	NA	
APOO	X	0.0	75667	0	ENST00000379226	8.8325e-07	75667.7554179567	0	0	0	NA	
APOOL	X	0.0001011997	69372	7	ENST00000373173	5.7621e-07	69372.507751938	0.0001011997	0.000184412825900498	4.59707e-05	NA	
APOPT1	14	0.00014085713	110245	15	ENST00000409074	5.0898e-07	110245.35243553	0.00014085713	0.000117062764324798	0.0002572153	NA	
APP	21	9.678162e-05	112811	10	ENST00000346798	2.8033e-06	112811.077358491	9.678162e-05	0.000116915306551934	0.0001169153	NA	
APPBP2	17	2.6752329999999997e-05	109408	2	ENST00000083182	1.7394e-06	109408.123499142	2.675233e-05	7.06642895218837e-05	2.37214e-05	NA	
APPL1	3	3.577761e-05	110222	3	ENST00000288266	2.3973e-06	110222.926136364	3.577761e-05	0	9.45486e-05	NA	
APPL2	12	0.0018043548999999999	112361	202	ENST00000551662	1.7723e-06	112361.914448669	0.0018043549	0.00219906727956174	0.0017781588	NA	
APRT	16	5.666278e-05	104824	5	ENST00000378364	5.0606e-07	104824.007173601	5.666278e-05	7.57872962520917e-05	0	NA	
APTX	9	0.00038119205	109257	41	ENST00000379813	1.1284e-06	109257.667149059	0.00038119205	0.000332232436583293	0.000280623	NA	
AQP1	7	8.913391e-05	108759	9	ENST00000311813	4.8069e-07	108759.853118712	1.777158e-05	4.68969939280912e-05	0	1	
AQP1	7	8.913391e-05	108759	9	ENST00000509504	9.1917e-07	108759.853118712	8.913391e-05	7.06632478407118e-05	2.34698e-05	1	
AQP10	1	1.1028299999999999e-05	110813	1	ENST00000324978	4.5690e-07	110813.013392857	1.10283e-05	0	0	NA	
AQP11	11	0.00029461827	108529	31	ENST00000313578	3.8154e-07	108529.413533835	0.00029461827	0.000284346713425904	0.0003796599	NA	
AQP12A	2	0.0	109508	0	ENST00000337801	2.0670e-07	109508.348484848	0	0	0	NA	
AQP12B	2	9.86766e-05	110571	10	ENST00000407834	1.8694e-07	110571.482889734	9.86766e-05	0.00011877979991749	7.06367e-05	NA	
AQP2	12	8.514333e-05	107576	9	ENST00000199280	5.5364e-07	107576.197486535	8.514333e-05	9.61872755332886e-05	9.89177e-05	NA	
AQP3	9	1.845746e-05	103787	1	ENST00000297991	8.0235e-07	103787.346062053	1.845746e-05	4.92635105177595e-05	2.46318e-05	NA	
AQP4	18	4.400594e-05	113385	4	ENST00000383168	6.0357e-07	113385.899497487	4.400594e-05	2.33830613103868e-05	2.3382e-05	NA	
AQP5	12	2.653409e-05	109159	2	ENST00000293599	3.1138e-07	109159.072625698	2.653409e-05	7.02072179731004e-05	0	NA	
AQP6	12	3.749679e-05	106951	4	ENST00000315520	4.3964e-07	106951.608069164	3.749679e-05	2.4781919111816e-05	0	NA	
AQP7	9	0.01742659468	107403	1871	ENST00000297988	5.6343e-07	107403.544954128	0.01742659468	0.0177467218203164	0.0012001047	NA	
AQP8	16	5.300144e-05	112730	5	ENST00000219660	5.8673e-07	112730.567010309	5.300144e-05	4.6765029136799e-05	2.33831e-05	NA	
AQP9	15	5.2939110000000003e-05	112257	5	ENST00000219919	6.2686e-07	112257.074309979	5.293911e-05	4.67770605295163e-05	4.68077e-05	NA	
AQPEP	5	0.00021479512000000003	107777	23	ENST00000357872	2.0276e-06	107777.085959885	0.00021479512	0.000216935708275499	0.00019201	NA	
AQR	15	5.36367e-05	107879	5	ENST00000156471	4.7942e-06	107879.182567727	5.36367e-05	4.79374048094116e-05	2.3472e-05	NA	
AR	X	7.74217e-05	75161	5	ENST00000374690	1.8981e-06	75161.5331179322	7.74217e-05	4.12933063550398e-05	0.0001162453	NA	
ARAF	X	2.6964200000000002e-05	74828	2	ENST00000377045	1.8974e-06	74828.9218523878	2.69642e-05	7.08435156545238e-05	7.08435e-05	NA	
ARAP1	11	0.00010749799999999999	105838	11	ENST00000393609	3.8914e-06	105838.394275162	0.000107498	9.38043729418966e-05	0.0001183065	NA	
ARAP2	4	0.00042899565	108391	46	ENST00000303965	4.7522e-06	108391.972139303	0.00042899565	0.000477102446469856	0.0005041434	NA	
ARAP3	5	0.00022634353999999998	109846	24	ENST00000239440	4.2282e-06	109846.39118705	0.00022634354	0.000275847463961131	0.0002827699	NA	
ARC	8	9.30891e-06	99251	0	ENST00000356613	8.3159e-07	99251.0278884462	9.30891e-06	2.37552261497529e-05	0	NA	
ARCN1	11	0.0	110931	0	ENST00000264028	1.9939e-06	110931.161048689	0	0	0	NA	
AREG	4	0.0	101186	0	ENST00000395748	2.3897e-07	101186.733944954	0	0	0	NA	
AREGB	4	0.0	92271	0	ENST00000380846	1.8854e-07	92271.1714285714	0	0	0	NA	
AREL1	14	0.00015924158	110534	17	ENST00000356357	2.6445e-06	110534.414556962	0.00015924158	0.000234766138440746	9.38846e-05	NA	
ARF1	1	0.0	103779	0	ENST00000541182	3.1642e-07	103779.587761675	0	0	0	NA	
ARF3	12	1.800339e-05	110841	1	ENST00000256682	5.2478e-07	110841.903030303	1.800339e-05	0	2.46573e-05	NA	
ARF4	3	0.0	111401	0	ENST00000303436	4.2901e-07	111401.482142857	0	0	0	NA	
ARF5	7	0.0	109402	0	ENST00000000233	3.8540e-07	109402.573113208	0	0	0	NA	
ARF6	14	0.0	110050	0	ENST00000298316	1.7863e-07	110050.346456693	0	0	0	NA	
ARFGAP1	20	2.6476290000000002e-05	109391	2	ENST00000353546	1.4773e-06	109391.502314815	2.647629e-05	2.33830613103868e-05	2.33831e-05	NA	
ARFGAP2	11	5.2809009999999996e-05	109738	5	ENST00000524782	1.5919e-06	109738.99634592	5.280901e-05	2.3384154896642e-05	7.01865e-05	NA	
ARFGAP3	22	0.00021142990000000002	111094	23	ENST00000263245	1.6009e-06	111094.14002642	0.0002114299	0.000140344321204013	0.0001405888	NA	
ARFGEF1	8	4.610814e-05	108617	5	ENST00000262215	5.2992e-06	108617.348140496	4.610814e-05	2.39509484575589e-05	4.80584e-05	NA	
ARFGEF2	20	6.156645e-05	112127	6	ENST00000371917	5.5715e-06	112127.272992701	6.156645e-05	7.01513719220607e-05	9.35378e-05	NA	
ARFIP1	4	2.6893959999999998e-05	110127	2	ENST00000451320	8.7234e-07	110127.535	2.689396e-05	0	0	NA	
ARFIP2	11	1.7592320000000002e-05	110449	1	ENST00000254584	1.0846e-06	110449.28718704	1.759232e-05	2.3384154896642e-05	2.33842e-05	NA	
ARFRP1	20	2.674438e-05	102762	2	ENST00000359715	7.7729e-07	102762.194303154	2.674438e-05	0	0	NA	
ARG1	6	7.057906e-05	111478	7	ENST00000356962	8.2663e-07	111478.478664193	7.057906e-05	4.67704975796229e-05	2.33831e-05	NA	
ARG2	14	6.191130999999999e-05	111227	6	ENST00000261783	1.0911e-06	111227.63132137	6.191131e-05	0.000117057694992332	9.41909e-05	NA	
ARGFX	3	4.49308e-05	110405	4	ENST00000334384	1.9299e-07	110405.370242215	4.49308e-05	0.000119346122309841	4.7964e-05	NA	
ARGLU1	13	8.84533e-06	105003	0	ENST00000400198	1.5352e-06	105003.433691756	8.84533e-06	2.34785875281743e-05	0	NA	
ARHGAP1	11	5.304483e-05	109120	5	ENST00000311956	9.5192e-07	109120.926164875	5.304483e-05	0	4.70832e-05	NA	
ARHGAP10	4	0.00038604187000000005	110299	42	ENST00000336498	2.6282e-06	110299.676033058	0.00038604187	0.000355277702201498	0.0003817499	NA	
ARHGAP11A	15	0.00018752186000000002	110347	20	ENST00000361627	2.1196e-06	110347.247015611	0.00018752186	0.000378155454624889	0.0001892417	NA	
ARHGAP11B	15	3.586053e-05	110776	3	ENST00000428041	4.1666e-07	110776.718232044	3.586053e-05	0	4.74165e-05	NA	
ARHGAP12	10	0.00011828573000000001	109526	12	ENST00000344936	2.3077e-06	109526.157349896	0.00011828573	0.000117590007085086	7.3914e-05	NA	
ARHGAP15	2	0.0001297694	109335	14	ENST00000295095	1.5682e-06	109335.561119293	0.0001297694	7.06736525617763e-05	0.0001270946	NA	
ARHGAP17	16	0.00010584787	108095	11	ENST00000289968	2.2990e-06	108095.277824979	0.00010584787	0.00017197130450708	2.3382e-05	NA	
ARHGAP18	6	0.00015058131	109939	16	ENST00000368149	2.1534e-06	109939.870818916	0.00015058131	0.000257326368244336	9.36848e-05	NA	
ARHGAP19	10	0.00022126776	112438	24	ENST00000358531	1.7044e-06	112438.943573668	0.00022126776	0.000307271252112718	0.0001420482	NA	
ARHGAP19-SLIT1	10	0.00229686776	109449	251	ENST00000453547	1.8079e-06	109449.247629882	0.00229686776	0.00210456537516364	0.0023166682	NA	
ARHGAP20	11	6.187585e-05	110675	6	ENST00000260283	2.3284e-06	110675.040307102	6.187585e-05	7.10645058240249e-05	0	NA	
ARHGAP21	10	5.290189e-05	110685	5	ENST00000396432	4.9478e-06	110685.842807711	5.290189e-05	0	7.01613e-05	NA	
ARHGAP22	10	0.00010052832	104612	10	ENST00000417912	1.4294e-06	104612.162091503	0.00010052832	2.33819678264123e-05	4.6764e-05	NA	
ARHGAP23	17	0.0	60236	0	ENST00000431231	2.5362e-06	60236.7248322148	0	0	0	NA	
ARHGAP24	4	0.00035207672	112030	39	ENST00000395184	2.3606e-06	112030	0.00035207672	0.00030397870488079	0.0002806353	NA	
ARHGAP25	2	3.547736e-05	110279	3	ENST00000409202	1.5970e-06	110279.29685681	3.547736e-05	2.33819678264123e-05	0	NA	
ARHGAP26	5	3.5248249999999996e-05	109875	3	ENST00000274498	2.4415e-06	109875.574108818	3.524825e-05	0	2.34039e-05	NA	
ARHGAP27	17	0.00010881155000000001	104420	11	ENST00000376922	1.5861e-06	104420.722866175	0.00010881155	7.02930022655966e-05	7.53154e-05	NA	
ARHGAP28	18	0.00010580943	110766	11	ENST00000419673	1.8099e-06	110766.764172336	0.00010580943	7.02017473746392e-05	0.0001170249	NA	
ARHGAP29	1	3.547058e-05	109757	3	ENST00000260526	3.1713e-06	109757.140378549	3.547058e-05	4.67945919133199e-05	4.69908e-05	NA	
ARHGAP30	1	3.536765e-05	111876	3	ENST00000368013	2.3119e-06	111876.174661747	3.536765e-05	2.34027615258601e-05	0	NA	
ARHGAP31	3	4.419348e-05	112320	4	ENST00000264245	3.0054e-06	112320.290123457	4.419348e-05	0	2.34709e-05	NA	
ARHGAP32	11	5.597092e-05	109932	6	ENST00000310343	4.4725e-06	109932.673382821	5.597092e-05	2.37529691211401e-05	0.0001034962	NA	
ARHGAP33	19	6.289661999999999e-05	106622	6	ENST00000314737	3.1020e-06	106622.26744186	6.289662e-05	2.33918128654971e-05	0.0001187695	NA	
ARHGAP35	19	0.0	110747	0	ENST00000404338	3.1017e-06	110747.430030644	0	0	0	NA	
ARHGAP36	X	0.0	79908	0	ENST00000276211	9.8554e-07	79908.0528846154	0	0	0	NA	
ARHGAP39	8	0.00017541525	103210	18	ENST00000377307	2.1263e-06	103210.538914323	0.00017541525	0.000140293993926423	0.0001402995	NA	
ARHGAP4	X	5.38186e-05	72864	3	ENST00000370028	2.3803e-06	72864.2160210112	5.38186e-05	0.000207759427641456	0.0001104632	NA	
ARHGAP40	20	9.83625e-05	60447	5	ENST00000373345	1.4985e-06	60447.4058355438	9.83625e-05	0.000101366068810271	0	NA	
ARHGAP42	11	0.0	72707	0	ENST00000298815	2.9405e-06	72707.9361277445	0	0	0	NA	
ARHGAP44	17	5.779257e-05	106034	6	ENST00000379672	2.6501e-06	106034.461329715	5.779257e-05	0	4.7887e-05	NA	
ARHGAP5	14	0.0	111441	0	ENST00000345122	2.5098e-06	111441.018500487	0	0	0	NA	
ARHGAP6	X	2.51443e-05	74627	1	ENST00000337414	1.9292e-06	74627.0368763557	2.51443e-05	0	6.63226e-05	NA	
ARHGAP8	22	0.00029313276000000004	107370	31	ENST00000389773	1.2309e-06	107370.032512315	0.00029313276	0.000319835405393576	0.000314809	NA	
ARHGAP9	12	0.00040813474	109456	44	ENST00000393791	1.9933e-06	109456.002312139	0.00040813474	0.000516401976627893	0.0004219904	NA	
ARHGDIA	17	8.79136e-06	106554	0	ENST00000269321	5.7513e-07	106554.278422274	8.79136e-06	2.33819678264123e-05	0	NA	
ARHGDIB	12	4.398826e-05	111298	4	ENST00000228945	4.6600e-07	111298.411504425	4.398826e-05	2.33874362692362e-05	4.67749e-05	NA	
ARHGDIG	16	0.0	106863	0	ENST00000219409	3.4684e-07	106863.321124918	0	0	0	NA	
ARHGEF1	19	6.328781e-05	107215	6	ENST00000337665	2.6922e-06	107215.23603352	6.328781e-05	0.000119505188993075	7.07246e-05	NA	
ARHGEF10	8	0.00038808404	110593	42	ENST00000349830	3.6902e-06	110593.173699015	0.00038808404	0.000397888911876599	0.000374564	NA	
ARHGEF10L	1	8.011012e-05	106360	8	ENST00000361221	2.8595e-06	106360.803030303	8.011012e-05	9.35661774439377e-05	0.0001172055	NA	
ARHGEF11	1	3.544929e-05	109016	3	ENST00000368194	5.1379e-06	109016.511456628	3.544929e-05	4.68373940593121e-05	2.33852e-05	NA	
ARHGEF12	11	5.361089e-05	110140	5	ENST00000397843	5.1717e-06	110140.936499172	5.361089e-05	4.69638034507767e-05	0.0001193739	NA	
ARHGEF15	17	7.116572e-05	110220	7	ENST00000361926	1.8534e-06	110220.327808471	7.116572e-05	4.68154354785375e-05	7.11074e-05	NA	
ARHGEF16	1	0.00022358709999999998	106476	23	ENST00000378378	1.6643e-06	106476.377267231	0.0002235871	0.000280751783130314	0.0002814125	NA	
ARHGEF17	11	8.227485000000001e-05	109883	9	ENST00000263674	4.7154e-06	109883.624172916	8.227485e-05	0.000118630302822301	2.33842e-05	NA	
ARHGEF18	19	0.00010476528	103643	10	ENST00000359920	2.4340e-06	103643.120973515	0.00010476528	0.000166701730515731	0.0001099272	NA	
ARHGEF19	1	0.00026204887	105585	27	ENST00000270747	2.0026e-06	105585.745054945	0.00026204887	0.000461720585235602	0.0002132442	NA	
ARHGEF2	1	1.762062e-05	110017	1	ENST00000361247	3.9110e-06	110017.782890007	1.762062e-05	2.33819678264123e-05	2.3382e-05	NA	
ARHGEF25	12	9.685620000000001e-05	107923	10	ENST00000333972	1.8232e-06	107923.938418474	9.68562e-05	9.3846464897754e-05	4.67891e-05	NA	
ARHGEF26	3	9.291053e-05	106292	9	ENST00000356448	2.0262e-06	106292.900269542	9.291053e-05	9.48209612147406e-05	4.72992e-05	NA	
ARHGEF28	5	0.0004990434400000001	103718	51	ENST00000545377	4.3525e-06	103718.062217195	0.00049904344	0.000461967283966897	0.0003652226	NA	
ARHGEF3	3	2.5348649999999997e-05	104622	2	ENST00000338458	2.3023e-06	104622.947245018	2.534865e-05	7.52061800983857e-05	2.3382e-05	NA	
ARHGEF33	2	9.85509e-05	60846	5	ENST00000409978	2.0558e-06	60846.8930041152	9.85509e-05	0	0	NA	
ARHGEF35	7	0.0	94810	0	ENST00000378115	NA	94810.1674008811	0	0	0	NA	
ARHGEF37	5	0.00822914448	110424	908	ENST00000333677	1.3830e-06	110424.282051282	0.00822914448	0.00830491208354235	0.0088279235	NA	
ARHGEF38	4	0.00103726564	111105	115	ENST00000420470	1.3649e-06	111105.476635514	0.00103726564	0.00113378819536484	0.0009202657	NA	
ARHGEF39	9	0.0002708346	107357	29	ENST00000378387	1.0821e-06	107357.386058981	0.0002708346	0.000258103073478746	0.0001644311	NA	
ARHGEF4	2	7.992273e-05	108168	8	ENST00000326016	1.6591e-06	108168.294450736	7.992273e-05	7.0474895547103e-05	4.71654e-05	NA	
ARHGEF40	14	0.00014785647	104188	15	ENST00000298694	5.2211e-06	104188.18084154	0.00014785647	0.000177133252869886	0.0001541882	NA	
ARHGEF5	7	0.0004901802	103839	50	ENST00000056217	2.1824e-06	103839.891566265	0.0004901802	0.000531260945976351	0.0004324836	NA	
ARHGEF6	X	1.222e-05	80507	0	ENST00000250617	2.5860e-06	80507.3685800604	1.222e-05	3.23216652121917e-05	0	NA	
ARHGEF7	13	8.7926e-06	105936	0	ENST00000375741	1.8393e-06	105936.213552361	8.7926e-06	2.33819678264123e-05	0	NA	
ARHGEF9	X	0.0	75766	0	ENST00000253401	1.4029e-06	75766.3033033033	0	0	0	NA	
ARID1A	1	8.79275e-06	109748	0	ENST00000324856	4.7298e-06	109748.799773756	8.79275e-06	2.33819678264123e-05	0	NA	
ARID1B	6	3.555835e-05	109968	3	ENST00000346085	4.8142e-06	109968.60206422	3.555835e-05	7.06771802271447e-05	7.09557e-05	NA	
ARID2	12	1.763364e-05	110528	1	ENST00000334344	3.9446e-06	110528.646766169	1.763364e-05	4.67704980911704e-05	0	NA	
ARID3A	19	0.0	101515	0	ENST00000263620	1.2800e-06	101515.742424242	0	0	0	NA	
ARID3B	15	9.00317e-06	109942	0	ENST00000346246	1.0999e-06	109942.540372671	9.00317e-06	2.38197322662093e-05	2.38197e-05	NA	
ARID3C	9	0.00016492712	101029	16	ENST00000378909	7.4525e-07	101029.262166405	0.00016492712	0.000101665167295285	0.0001663479	NA	
ARID4A	14	0.0059706972499999995	108807	649	ENST00000355431	3.6008e-06	108807.1921875	0.00597069725	0.00563373470670729	0.005391142	NA	
ARID4B	1	2.839393e-05	108544	3	ENST00000264183	3.2778e-06	108544.335339639	2.839393e-05	2.3477485091797e-05	4.77977e-05	NA	
ARID5A	2	2.7039670000000003e-05	102762	2	ENST00000357485	8.4394e-07	102762.265107212	2.703967e-05	4.67792487252655e-05	2.47488e-05	NA	
ARID5B	10	0.0	111209	0	ENST00000279873	2.0566e-06	111209.060077519	0	0	0	NA	
ARIH1	15	1.762432e-05	106339	1	ENST00000379887	2.0917e-06	106339.1670282	1.762432e-05	0	0	NA	
ARIH2	3	0.0	109659	0	ENST00000356401	2.0002e-06	109659.979888268	0	0	0	NA	
ARIH2OS	3	0.0	105482	0	ENST00000408959	NA	105482.048387097	0	0	0	NA	
ARL1	12	3.139791e-05	106772	3	ENST00000261636	8.1287e-07	106772.487804878	3.139791e-05	0	0	NA	
ARL10	5	6.21155e-05	108994	6	ENST00000310389	5.8725e-07	108994.981963928	6.21155e-05	2.34082397003745e-05	2.34082e-05	NA	
ARL11	13	1.761355e-05	109692	1	ENST00000282026	1.1291e-07	109692.446700508	1.761355e-05	2.33819678264123e-05	4.67672e-05	NA	
ARL13A	X	4.93608e-05	75247	3	ENST00000450049	7.0764e-07	75247.2995169082	4.93608e-05	6.5056520758182e-05	3.25214e-05	NA	
ARL13B	3	7.983336999999999e-05	109122	8	ENST00000394222	1.2205e-06	109122.212674543	7.983337e-05	2.34104316883603e-05	7.02203e-05	NA	
ARL14	3	5.308158e-05	110169	5	ENST00000320767	3.4579e-07	110169.119266055	5.308158e-05	4.67694040956484e-05	2.3382e-05	NA	
ARL14EP	11	0.0	112123	0	ENST00000282032	3.7871e-07	112123.952380952	0	0	0	NA	
ARL14EPL	5	NA	NA	NA	ENST00000601302	3.2316e-07	NA	0	0	0	NA	AN_too_low
ARL15	5	5.336858e-05	99462	5	ENST00000504924	5.1693e-07	99462.56	5.336858e-05	0	4.70622e-05	NA	
ARL16	17	0.00016183741000000003	103156	16	ENST00000397498	2.7549e-07	103156.542134831	0.00016183741	0.000103750583597033	0.0001295588	NA	
ARL17B	17	NA	NA	NA	ENST00000450673	2.1396e-08	NA	0	0	0	NA	AN_too_low
ARL2	11	1.8284610000000002e-05	105898	1	ENST00000246747	4.7471e-07	105898.811023622	1.828461e-05	4.85228146008092e-05	2.4862e-05	NA	
ARL2BP	16	0.00014425841999999998	110353	15	ENST00000219204	6.2872e-07	110353.092348285	0.00014425842	0.000101137800252845	7.58534e-05	NA	
ARL3	10	6.853899e-05	105464	7	ENST00000260746	5.4239e-07	105464.836820084	6.853899e-05	0	2.35649e-05	NA	
ARL4A	7	0.0	109305	0	ENST00000396663	2.2399e-07	109305.073170732	0	0	0	NA	
ARL4C	2	0.0	106243	0	ENST00000390645	2.0294e-07	106243.666666667	0	0	0	NA	
ARL4D	17	8.8294e-06	107169	0	ENST00000320033	5.3177e-07	107169.813333333	8.8294e-06	0	0	NA	
ARL5A	2	3.5680359999999995e-05	105196	3	ENST00000295087	4.1268e-07	105196.810218978	3.568036e-05	2.36328401947346e-05	4.69771e-05	NA	
ARL5B	10	5.305088000000001e-05	109408	5	ENST00000377275	5.6174e-07	109408.379421222	5.305088e-05	2.34082397003745e-05	9.38118e-05	NA	
ARL5C	17	6.649439999999999e-05	60409	4	ENST00000444555	3.5222e-07	60409.6178343949	6.64944e-05	5.16742455560149e-05	5.18081e-05	NA	
ARL6	3	1.763671e-05	112697	1	ENST00000463745	5.4698e-07	112697.219123506	1.763671e-05	2.3384154896642e-05	2.33842e-05	NA	
ARL6IP1	16	1.7650999999999998e-05	110219	1	ENST00000304414	7.2961e-07	110219.128329298	1.7651e-05	0	0	NA	
ARL6IP4	12	4.501617e-05	104422	4	ENST00000315580	8.5568e-07	104422.530744337	4.501617e-05	9.40689934002396e-05	7.06848e-05	NA	
ARL6IP5	3	1.760842e-05	106331	1	ENST00000273258	2.0893e-07	106331.816618911	1.760842e-05	4.67704971703849e-05	2.33842e-05	NA	
ARL6IP6	2	0.0	106442	0	ENST00000326446	3.7141e-07	106442.375816993	0	0	0	NA	
ARL8A	1	0.0	109596	0	ENST00000272217	7.5118e-07	109596.021563342	0	0	0	NA	
ARL8B	3	8.80607e-06	105702	0	ENST00000256496	8.3634e-07	105702.19941349	8.80607e-06	0	2.33973e-05	NA	
ARL9	4	0.0	110822	0	ENST00000360096	3.1700e-07	110822.873333333	0	0	0	NA	
ARMC1	8	0.0	109114	0	ENST00000276569	7.9589e-07	109114.863492063	0	0	0	NA	
ARMC10	7	3.650858e-05	106287	3	ENST00000323716	6.1965e-07	106287.718592965	3.650858e-05	2.62301962018676e-05	4.96165e-05	NA	
ARMC12	6	0.00030796177000000006	112011	34	ENST00000288065	1.2266e-06	112011.840163934	0.00030796177	0.000233847018739024	0.0002104651	NA	
ARMC2	6	0.00018751528999999998	107994	20	ENST00000392644	1.6491e-06	107994.343096234	0.00018751529	0.000212523464332202	0.0002121617	NA	
ARMC3	10	0.00023721255000000002	109571	25	ENST00000298032	2.1494e-06	109571.299790356	0.00023721255	0.000236203401974975	0.0001639712	NA	
ARMC4	10	0.0005275870200000001	110096	58	ENST00000305242	2.1002e-06	110096.682605111	0.00052758702	0.000592609341311476	0.0005195192	NA	
ARMC5	16	3.652242e-05	104364	3	ENST00000268314	1.4904e-06	104364.759328358	3.652242e-05	2.36194435259105e-05	4.73525e-05	NA	
ARMC6	19	0.00017336677	108237	18	ENST00000535612	1.0530e-06	108237.740458015	0.00017336677	4.67748750969278e-05	0.0001935624	NA	
ARMC7	17	1.772221e-05	108997	1	ENST00000245543	2.7094e-07	108997.827476038	1.772221e-05	0	0	NA	
ARMC8	3	0.0	110073	0	ENST00000481646	2.5631e-06	110073.79525593	0	0	0	NA	
ARMC9	2	0.00014185233	111863	15	ENST00000349938	1.8208e-06	111863.176007866	0.00014185233	0.000117030449853403	0.0001644572	NA	
ARMCX1	X	1.2863599999999998e-05	79519	1	ENST00000372829	6.5644e-07	79519.3553299492	1.28636e-05	6.82291133626719e-05	3.41146e-05	NA	
ARMCX2	X	0.0	79672	0	ENST00000328766	5.1134e-07	79672.8700906344	0	0	0	NA	
ARMCX3	X	0.0	75181	0	ENST00000341189	3.5483e-07	75181.904109589	0	0	0	NA	
ARMCX4	X	NA	NA	NA	ENST00000423738	2.6623e-06	NA	0	0	0	NA	AN_too_low
ARMCX5	X	2.44961e-05	80211	1	ENST00000604957	7.0259e-07	80211.0708661417	2.44961e-05	0	0	NA	
ARMCX6	X	0.0	79038	0	ENST00000539247	4.0706e-07	79038.3860759494	0	0	0	NA	
ARMS2	10	0.15436080148	109329	16876	ENST00000528446	1.0116e-07	109329.264367816	0.15436080148	0.152004140007527	0.1563795228	NA	
